"Unit1","Faction1","Class1","CompClass1","Tier1","Cost1","Unit2","Faction2","Class2","CompClass2","Tier2","Cost2","Any Wins","Outright Wins","Win Through Flee","Ties","Lose Through Flee","Outright Losses","Any Losses","Total Destructions","AvgRounds","AvgUnit1Models","AvgUnit1Hp","AvgUnit2Models","AvgUnit2Hp"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Warriors","Scaled Empire","Infantry","Warriors","1","2","789","319","470","0","74","66","140","71","2.18","2.85","2.85","1.36","1.36"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Silk Court Court Poisoner","Silk Court","Leader","Hybrid Mage Hero","3","0","949","916","33","0","0","2","2","49","1.09","2.85","2.85","0.04","0.05"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Ratkin Thiefwagon","Ratkin","Ratwagons","Chariot","2","0","738","656","82","0","220","8","228","34","1.96","4.13","4.13","0.31","0.73"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Warriors","Redspines","Warband","Warriors","1","2","379","134","245","0","262","129","391","230","1.56","1.57","1.57","1.55","1.55"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Militia","Scaled Empire","Infantry","Chaff","1","1","961","110","851","0","18","6","24","15","1.55","4.47","4.47","2.00","2.00"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Silk Court Mistress of Whispers","Silk Court","Leader","Mage Hero","3","0","987","976","11","0","0","0","0","13","1.03","3.39","3.39","0.01","0.01"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Warriors","Boneborn","Skeletons","Warriors","1","2","613","613","0","0","324","36","360","27","2.05","3.61","3.61","1.13","1.13"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Archers","Redspines","Warband","Archers","1","2","574","210","364","0","156","65","221","205","1.67","2.02","2.02","1.30","1.30"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Firepowder Corps","Scaled Empire","Infantry","Archers","1","2","935","415","520","0","28","11","39","26","1.85","3.80","3.80","1.28","1.28"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Silk Court Handmaid","Silk Court","Leader","Mage Hero","3","0","993","983","10","0","0","0","0","7","1.03","3.43","3.43","0.01","0.01"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Warriors","Gobbo","Goblins","Warriors","1","2","640","373","267","0","290","32","322","38","2.12","3.74","3.74","1.51","1.51"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Archers","Boneborn","Skeletons","Archers","1","2","896","896","0","0","92","5","97","7","1.89","5.04","5.04","0.32","0.32"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Beserks","Redspines","Warband","Fast Infantry","1","3","370","127","243","0","244","142","386","244","1.58","1.43","1.43","1.44","1.44"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Scout Corps","Scaled Empire","Infantry","Archers","1","3","944","400","544","0","19","18","37","19","1.86","3.80","3.80","1.27","1.27"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Silk Court Broodmother","Silk Court","Leader","Monster Hero","3","0","62","51","11","0","0","927","927","11","1.90","0.17","0.17","0.94","4.90"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Bomb Squad","Gobbo","Goblins","Unique","1","3","36","36","0","0","0","0","0","964","1.00","0.04","0.04","0.00","0.00"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Revenants","Boneborn","Skeletons","Infantry","1","3","575","575","0","0","287","123","410","15","2.63","3.61","3.61","1.96","1.96"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Crowseekers","Redspines","Warband","Infantry","1","2","566","215","351","0","152","78","230","204","1.64","1.98","1.98","1.30","1.30"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Scalewall","Scaled Empire","Infantry","Heavy Infantry","1","3","639","244","395","0","135","129","264","97","2.48","2.40","2.40","1.62","1.62"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Redspines Crowcaller","Redspines","Leader","Mage Hero","3","0","501","495","6","0","0","70","70","429","1.03","0.97","0.97","0.08","0.12"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Beserkers","Gobbo","Goblins","Fast Infantry","1","3","621","393","228","0","308","35","343","36","2.14","3.61","3.61","1.47","1.47"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Wights","Boneborn","Skeletons","Heavy Infantry","1","3","419","419","0","0","576","3","579","2","2.14","5.36","5.36","2.20","2.20"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Relentless","Redspines","Warband","Infantry","1","3","379","133","246","0","222","138","360","261","1.61","1.48","1.48","1.42","1.42"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Horsebreakers","Scaled Empire","Infantry","Infantry","1","3","773","304","469","0","88","54","142","85","2.11","2.96","2.96","1.47","1.47"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Redspines The Brewer","Redspines","Leader","Mage Hero","3","0","609","607","2","0","0","16","16","375","1.02","1.31","1.31","0.02","0.02"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Archers","Gobbo","Goblins","Archers","1","2","894","466","428","0","87","5","92","14","1.91","5.28","5.28","1.17","1.17"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Fodder","Boneborn","Skeletons","Chaff","1","1","973","973","0","0","25","1","26","1","1.91","6.00","6.00","0.11","0.11"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Pincushions","Redspines","Warband","Infantry","1","3","328","112","216","0","252","148","400","272","1.61","1.40","1.40","1.47","1.47"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Cannonade","Scaled Empire","Firepower","War Machine","2","0","1000","912","88","0","0","0","0","0","1.19","4.76","4.76","0.09","0.11"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Redspines Executioner","Redspines","Leader","Warrior Hero","3","0","82","73","9","0","0","41","41","877","1.01","0.12","0.12","0.05","0.08"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Goblings","Gobbo","Goblins","Chaff","1","1","886","384","502","0","107","2","109","5","1.84","5.53","5.53","1.50","1.50"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Shieldbearers","Boneborn","Skeletons","Heavy Infantry","1","2","726","726","0","0","227","17","244","30","2.47","4.04","4.04","0.81","0.81"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Meatwads","Redspines","Huskarls","Heavy Infantry","2","0","111","6","105","0","427","434","861","28","1.93","1.19","1.19","2.48","4.45"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Mortar Company","Scaled Empire","Firepower","War Machine","2","0","999","923","76","0","1","0","1","0","1.19","4.76","4.76","0.08","0.11"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Redspines Raidleader","Redspines","Leader","Cav Hero","3","0","142","141","1","0","0","7","7","851","1.01","0.21","0.21","0.01","0.01"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Poppers","Gobbo","Goblins","Infantry","1","2","832","427","405","0","127","12","139","29","1.89","4.32","4.32","1.27","1.27"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Tomb Titan","Boneborn","Bonegiant","Monster","2","0","270","270","0","0","496","107","603","127","1.94","2.42","2.42","0.60","1.47"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Blood-dancers","Redspines","Huskarls","Fast Infantry","2","0","125","3","122","0","281","586","867","8","1.70","0.85","0.85","2.69","4.92"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire War Organ","Scaled Empire","Firepower","War Machine","2","0","1000","921","79","0","0","0","0","0","1.18","4.78","4.78","0.08","0.10"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Redspines Battleboar","Redspines","Leader","Monster Hero","3","0","68","48","20","0","0","187","187","745","1.06","0.10","0.10","0.21","0.37"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Wolfcarts","Gobbo","Chariots","Chariot","2","0","135","44","91","0","554","250","804","61","2.03","2.10","2.10","1.29","3.77"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Grave Beast","Boneborn","Bonegiant","Monster","2","0","304","304","0","0","677","11","688","8","2.03","5.10","5.10","0.69","2.70"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Quillsprays","Redspines","Huskarls","Unique","2","0","338","18","320","0","163","465","628","34","2.22","1.28","1.28","2.11","3.76"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Outriders","Scaled Empire","Cavalry","Light Cavalry","2","0","982","531","451","0","15","0","15","3","1.56","4.33","4.33","0.70","0.70"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Coppersand Master Sapper","Coppersand","Leader","Support Hero","3","0","867","798","69","0","0","11","11","122","1.20","2.63","2.63","0.08","0.12"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Bangwagons","Gobbo","Chariots","Unique","2","0","165","165","0","0","0","0","0","835","1.00","0.38","0.38","0.00","0.00"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Skullclops","Boneborn","Bonegiant","Monster","2","0","618","618","0","0","278","17","295","87","1.82","3.57","3.57","0.30","0.67"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Raiders","Redspines","Boar Riders","Light Cavalry","2","0","344","186","158","0","235","139","374","282","1.63","1.26","1.26","0.77","1.26"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Wyrmknights","Scaled Empire","Cavalry","Flyer","2","0","761","162","599","0","56","139","195","44","2.25","2.94","2.94","1.37","2.36"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Coppersand Gatebreaker","Coppersand","Leader","Monster Hero","3","0","531","501","30","0","0","86","86","383","1.15","0.94","0.94","0.12","0.17"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Hunting Party","Gobbo","Chariots","Chariot","2","0","762","357","405","0","180","22","202","36","2.71","4.49","4.49","0.76","2.07"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Necromancers","Boneborn","Liches","Support Mage","2","0","826","826","0","0","152","2","154","20","1.92","4.20","4.20","0.29","0.50"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Woedriders","Redspines","Boar Riders","Heavy Cavalry","2","0","228","111","117","0","360","297","657","115","1.66","1.30","1.30","1.37","2.35"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Dragoons","Scaled Empire","Cavalry","Heavy Cavalry","2","0","491","62","429","0","163","281","444","65","2.76","2.10","2.10","1.73","3.02"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Coppersand The Warforger","Coppersand","Leader","Warrior Hero","3","0","810","743","67","0","0","22","22","168","1.27","2.40","2.40","0.09","0.12"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Starchucker","Gobbo","Hurtbox","War Machine","2","0","998","938","60","0","2","0","2","0","1.23","7.50","7.50","0.06","0.09"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Terrormancers","Boneborn","Liches","Attack Mage","2","0","585","585","0","0","335","37","372","43","2.10","3.31","3.31","0.64","1.09"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Screamers","Redspines","Boar Riders","Light Cavalry","2","0","242","119","123","0","256","241","497","261","1.52","1.06","1.06","0.95","1.54"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Twohanders","Scaled Empire","Veterans","Infantry","2","0","441","441","0","0","172","280","452","107","2.13","1.46","1.46","1.23","1.23"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Coppersand Crackshot","Coppersand","Leader","Archer Hero","3","0","930","906","24","0","0","6","6","64","1.10","2.78","2.78","0.03","0.04"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Boombox","Gobbo","Hurtbox","War Machine","2","0","998","941","57","0","2","0","2","0","1.23","7.46","7.46","0.06","0.08"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Blood Mages","Boneborn","Liches","Attack Infantry","2","0","49","49","0","0","367","532","899","52","1.22","0.87","0.87","1.74","3.03"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Valkryies","Redspines","Warwitches","Support Mage","2","0","475","245","230","0","191","111","302","223","1.69","1.67","1.67","0.75","1.23"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Bluemasks","Scaled Empire","Veterans","Heavy Infantry","2","0","794","299","495","0","99","53","152","54","2.40","3.09","3.09","1.59","1.59"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Coppersand The Zeppelin","Coppersand","Leader","War Machine Hero","3","0","754","567","187","0","0","103","103","143","2.04","2.27","2.27","0.29","0.82"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Firetruck","Gobbo","Hurtbox","Monster","2","0","806","640","166","0","173","3","176","18","2.60","4.64","4.64","0.34","0.98"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Wall of Flesh","Boneborn","Zombies","Heavy Infantry","2","0","10","10","0","0","780","208","988","2","2.98","2.69","2.69","4.72","8.97"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Furies","Redspines","Warwitches","Attack Mage","2","0","212","100","112","0","291","217","508","280","1.50","1.03","1.03","0.93","1.52"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Scaled Empire Jetbreaths","Scaled Empire","Veterans","Attack Infantry","2","0","883","337","546","0","48","24","72","45","2.10","3.51","3.51","1.52","1.52"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Scaled Empire The General","Scaled Empire","Leader","Hybrid Mage Hero","3","0","793","760","33","0","0","22","22","185","1.32","2.25","2.25","0.06","0.07"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","89","89","0","0","407","396","803","108","1.19","1.04","1.04","2.19","2.19"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Ghouls","Boneborn","Zombies","Fast Infantry","2","0","27","27","0","0","517","451","968","5","2.72","1.48","1.48","5.54","10.66"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Redspines Harvesters","Redspines","Warwitches","Support Mage","2","0","87","3","84","0","295","587","882","31","1.67","0.76","0.76","1.66","4.05"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Gobbo Boomshaman","Gobbo","Leader","Hybrid Mage Hero","3","0","456","456","0","0","0","0","0","544","1.00","0.89","0.89","0.00","0.00"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Scaled Empire Commando","Scaled Empire","Leader","Warrior Hero","3","0","431","386","45","0","0","167","167","402","1.45","0.88","0.88","0.21","0.34"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","274","200","74","0","586","100","686","40","2.42","2.98","2.98","2.60","2.60"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Boneborn Rotting Dead","Boneborn","Zombies","Unique","2","0","150","150","0","0","442","356","798","52","2.95","1.65","1.65","2.61","4.82"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Warriors","Coppersand","Mechanics","Warriors","1","2","636","329","307","0","208","53","261","103","1.81","2.51","2.51","1.22","1.22"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Gobbo Weirdweaver","Gobbo","Leader","Mage Hero","3","0","960","812","148","0","29","0","29","11","1.62","3.75","3.75","0.18","0.32"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Scaled Empire Archmage","Scaled Empire","Leader","Mage Hero","3","0","993","977","16","0","0","0","0","7","1.03","3.47","3.47","0.02","0.02"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","623","380","243","0","312","32","344","33","2.10","3.72","3.72","1.57","1.57"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Warriors","Silk Court","Spiderlings","Warriors","1","2","763","541","222","0","215","8","223","14","1.93","4.35","4.35","0.94","0.94"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Gunners","Coppersand","Mechanics","Archers","1","2","891","486","405","0","62","11","73","36","1.70","3.33","3.33","0.83","0.83"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Gobbo Cap'n Bangtidy","Gobbo","Leader","War Machine Hero","3","0","648","421","227","0","92","112","204","148","2.56","2.21","2.21","0.43","1.26"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Scaled Empire Wyrm Prince","Scaled Empire","Leader","Monster Hero","3","0","637","513","124","0","0","53","53","310","1.54","1.80","1.80","0.18","0.39"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Warriors","Ratkin","Rats","Warriors","1","2","464","130","334","0","372","133","505","31","2.37","3.19","3.19","3.20","3.20"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Webspitters","Silk Court","Spiderlings","Infantry","1","3","690","475","215","0","275","22","297","13","2.14","4.07","4.07","1.18","1.18"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Sappers","Coppersand","Mechanics","Unique","1","2","974","488","486","0","19","2","21","5","1.64","4.18","4.18","0.88","0.88"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Gobbo Funguspeddler","Gobbo","Leader","Warrior Hero","3","0","434","329","105","0","116","126","242","324","1.80","1.40","1.40","0.35","0.77"
"Gobbo Flagellants","Gobbo","Priests","Attack Infantry","2","0","Scaled Empire Sharpshooter","Scaled Empire","Leader","Archer Hero","3","0","935","902","33","0","0","0","0","65","1.09","2.83","2.83","0.03","0.04"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Trappers","Silk Court","Spiderlings","Infantry","1","3","759","551","208","0","227","6","233","8","1.92","4.42","4.42","0.95","0.95"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Supplicants","Coppersand","Mechanics","Unique","1","2","941","516","425","0","35","0","35","24","1.50","3.66","3.66","0.73","0.73"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Gobbo The Green Wolf","Gobbo","Leader","Cav Hero","3","0","540","402","138","0","134","140","274","186","2.23","1.81","1.81","0.41","1.01"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Pelters","Ratkin","Rats","Archers","1","2","620","202","418","0","247","95","342","38","2.23","3.57","3.57","2.67","2.67"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Huntsmen","Silk Court","Spiderlings","Archers","1","2","939","597","342","0","57","0","57","4","1.71","5.72","5.72","0.68","0.68"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Artificers","Coppersand","Mechanics","Infantry","1","3","652","358","294","0","194","62","256","92","1.83","2.44","2.44","1.15","1.15"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Ratkin The Ratking","Ratkin","Leader","Unique Hero","3","0","824","780","44","0","79","9","88","88","1.29","3.03","3.03","0.13","0.21"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Horde","Ratkin","Rats","Chaff","1","1","914","183","731","0","60","14","74","12","2.04","5.89","5.89","3.00","3.00"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Trapdoors","Silk Court","Spiderlings","Unique","1","3","844","599","245","0","145","3","148","8","1.73","4.77","4.77","0.78","0.78"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Snipers","Coppersand","Mechanics","Archers","1","3","818","450","368","0","119","16","135","47","1.87","3.11","3.11","1.00","1.00"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Ratkin The Cabal","Ratkin","Leader","Mage Hero","3","0","846","468","378","0","59","37","96","58","2.25","3.05","3.05","0.66","1.07"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Assasslings","Ratkin","Rats","Infantry","1","3","541","163","378","0","307","112","419","40","2.15","3.34","3.34","2.97","2.97"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Squires","Silk Court","Spiderlings","Heavy Infantry","1","2","923","534","389","0","74","1","75","2","2.17","6.05","6.05","0.94","0.94"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Clay Golems","Coppersand","Golems","Heavy Infantry","2","0","132","8","124","0","351","515","866","2","2.13","1.17","1.17","2.21","6.24"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Ratkin The Grand Rataltar","Ratkin","Leader","Hybrid Mage Hero","3","0","908","799","109","0","51","4","55","37","1.66","3.39","3.39","0.16","0.31"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Peltlings","Ratkin","Rats","Chaff","1","1","950","131","819","0","49","0","49","1","1.80","6.30","6.30","3.60","3.60"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Jumpers","Silk Court","Knights","Flyer","2","0","947","592","355","0","52","0","52","1","1.73","5.80","5.80","0.70","0.70"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Minetomatons","Coppersand","Golems","Unique","2","0","78","43","35","0","429","400","829","93","1.45","0.93","0.93","1.60","2.78"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Ratkin The Twins","Ratkin","Leader","Warrior Hero","3","0","511","234","277","0","176","201","377","112","2.19","2.12","2.12","0.84","1.84"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Ninjas","Ratkin","Elites","Fast Infantry","2","0","50","8","42","0","595","341","936","14","2.01","1.89","1.89","5.42","5.42"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Tarantulas","Silk Court","Knights","Heavy Cavalry","2","0","13","1","12","0","759","226","985","2","2.51","2.53","2.53","4.08","7.63"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Bladestorms","Coppersand","Golems","Attack Infantry","2","0","238","120","118","0","360","276","636","126","1.74","1.36","1.36","1.31","2.23"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Ratkin The Packrat","Ratkin","Leader","Warrior Hero","3","0","654","538","116","0","157","68","225","121","2.26","2.26","2.26","0.34","0.79"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Heavies","Ratkin","Elites","Heavy Infantry","2","0","184","66","118","0","583","208","791","25","2.60","2.56","2.56","4.54","4.54"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Widowmakers","Silk Court","Knights","Light Cavalry","2","0","636","159","477","0","221","102","323","41","2.83","3.63","3.63","1.74","3.07"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Juggernaut","Coppersand","Colossus","Monster","2","0","163","119","44","0","379","247","626","211","1.80","1.23","1.23","0.67","1.70"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Boneborn Grand Necromancer","Boneborn","Leader","Mage Hero","3","0","977","977","0","0","17","0","17","6","1.42","4.01","4.01","0.02","0.03"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Throatnicks","Ratkin","Elites","Attack Infantry","2","0","70","16","54","0","504","406","910","20","1.57","1.56","1.56","4.92","4.92"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Shimmerwebs","Silk Court","Shifters","Heavy Infantry","2","0","823","539","284","0","165","3","168","9","2.18","4.93","4.93","0.95","0.95"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Overseer","Coppersand","Colossus","Monster","2","0","570","479","91","0","221","57","278","152","1.90","2.06","2.06","0.37","0.87"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Boneborn Banshee Queen","Boneborn","Leader","Hybrid Mage Hero","3","0","512","512","0","0","467","3","470","18","1.75","3.72","3.72","0.47","1.30"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Fearaltar","Ratkin","Rataltar","Support Mage","2","0","869","850","19","0","107","1","108","23","1.35","5.02","5.02","0.13","0.20"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Webdancers","Silk Court","Shifters","Unique","2","0","768","558","210","0","211","12","223","9","1.94","4.35","4.35","0.92","0.92"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Warcrane","Coppersand","Colossus","Monster","2","0","338","267","71","0","365","130","495","167","2.36","1.76","1.76","0.57","1.48"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Boneborn The Gravedigger","Boneborn","Leader","Warrior Hero","3","0","433","433","0","0","214","209","423","144","2.59","1.49","1.49","0.42","1.22"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Swarmaltar","Ratkin","Rataltar","Support Mage","2","0","954","902","52","0","46","0","46","0","1.34","6.27","6.27","0.10","0.16"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Mimics","Silk Court","Shifters","Unique","2","0","611","492","119","0","334","23","357","32","1.87","3.58","3.58","1.08","1.08"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Grand Bombard","Coppersand","Artillery","War Machine","2","0","994","927","67","0","6","0","6","0","1.18","4.64","4.64","0.07","0.10"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Boneborn Dracolich","Boneborn","Leader","Monster Hero","3","0","381","381","0","0","191","233","424","195","2.54","1.19","1.19","0.42","1.31"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Feastaltar","Ratkin","Rataltar","Support Mage","2","0","930","891","39","0","68","0","68","2","1.35","5.87","5.87","0.11","0.16"
"Ratkin Warriors","Ratkin","Rats","Warriors","1","2","Silk Court Cocoon Cannon","Silk Court","Webcannon","War Machine","2","0","991","937","54","0","9","0","9","0","1.22","7.06","7.06","0.06","0.10"
"Gobbo Skypriests","Gobbo","Priests","Fast Infantry","2","0","Coppersand Hookshot","Coppersand","Artillery","War Machine","2","0","994","918","76","0","6","0","6","0","1.19","4.63","4.63","0.08","0.12"
"Gobbo Tincans","Gobbo","Priests","Heavy Infantry","2","0","Boneborn Archrevenant","Boneborn","Leader","Warrior Hero","3","0","452","452","0","0","153","335","488","60","2.38","1.49","1.49","0.49","1.74"
"Ratkin Skitterers","Ratkin","Rats","Fast Infantry","1","3","Ratkin Chumpwagon","Ratkin","Ratwagons","Unique","2","0","908","859","49","0","76","0","76","16","1.51","5.07","5.07","0.13","0.24"
