Id,Name,Unit,Include,Faction,Class,Comparison Class,Base Block,Tier,Cost,Equips,Number,Movement,Melee Hit,Ranged Hit,Attacks,HP,Block,Powers,Spells,Banners,Spears,Axes,Clubs,Offhand,Shields,Ranged,Move Colour,HP Colour,Attacks Colour,Melee Colour,Ranged Colour,Block Colour,L1 Colour,L2 Colour,L1 Text Colour,L2 Text Colour,Faction Icon,Min Speed,Total Wounds,Predicted Hits to Kill,EAPM,EAPR,Poison Mult,Ret Bonus,Predicted Hits per Round,Base Score,Exclude From Averages
04_2B_1,Shimmerwebs,Silk Court Shimmerwebs,TRUE,Silk Court,Shifters,Heavy Infantry,4,2,,,5,1,5,6,1,1,-,"<b>Poison</b> - 6s to hit can't be saved

<b>Evasive</b> - Enemy attacks only hit this unit on 6s.

<b>Cloaked 4+</b> - Block is higher before this unit is revealed",,,2,2,2,2,,1,#000000,#000000,#000000,#cc0000,#000000,#cc0000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,5,5.00,1,5,1.17,0.00,1.94,7.916666667,FALSE
04_2B_2,Webdancers,Silk Court Webdancers,TRUE,Silk Court,Shifters,Unique,4,2,,,5,1,4,5,1,1,5,"<b>Poison</b> - 6s to hit can't be saved

<b>Shifting</b> - When this unit is revealed, you may immediately move it to any empty adjacent square. This can be used before combat starts.

<b>Flexible</b> - Turn to face any direction at the start of your turn

<b>Cloaked 4+</b> - Block is higher before this unit is revealed",,,2,2,2,2,2,2,#000000,#000000,#000000,#000000,#000000,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,5,7.50,1,5,1.11,0.00,2.78,11.66666667,FALSE
04_2B_3,Mimics,Silk Court Mimics,TRUE,Silk Court,Shifters,Unique,4,2,,,5,1,3,4,1,1,5,"<b>Poison</b> - 6s to hit can't be saved

<b>Cunning Disguises</b> - Free action: Swap this unit with a friendly facedown unit.

<b>Cloaked 4+</b> - Block is higher before this unit is revealed",,,2,2,2,2,2,2,#000000,#000000,#000000,#2b9800,#2b9800,#000000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,5,7.50,1,5,1.08,0.00,3.61,12.91666667,FALSE
04_2C_1,Cocoon Cannon,Silk Court Cocoon Cannon,TRUE,Silk Court,Webcannon,War Machine,6,2,,,1,1,5,-,2,3,6,"<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Poison</b> - 6s to hit can't be saved

<b>Cocoon Cannon</b> - Pick a target square within 6 and roll a die. Can't target a unit in combat.
5 or 6 - Direct hit
4 - Off by one, your choice
2 or 3 - Miss
1 - Off by one, opponent's choice 
The target tile takes 3 attacks hitting on 4+ with poison. The unit may not move on its next turn.
",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#cc0000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,3,3.60,2,2,1.17,0.00,0.78,4.766666667,TRUE
04_2C_2,Spitter,Silk Court Spitter,TRUE,Silk Court,Webcannon,War Machine,6,2,,,1,1,5,4,2,3,6,"<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Poison</b> - 6s to hit can't be saved

<b>Virulent 4+</b> - Any unit wounded by this unit becomes Poisoned. At the end of each of the controlling players turns, Poisoned units take a wound on a 4+ with no armour saves allowed.

<b>Spitter Cannon</b> - Ranged weapon. Range 5. Fires 4 shots. Can shoot over friendly units.",,,,,,,,,#000000,#000000,#000000,#000000,#2b9800,#cc0000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,3,3.60,2,2,1.17,0.00,0.78,4.766666667,TRUE
04_2C_3,Weblayer,Silk Court Weblayer,TRUE,Silk Court,Webcannon,War Machine,6,2,,,1,1,5,-,2,3,6,"<small><b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Poison</b> - 6s to hit can't be saved

<b>Web Layer</b> - Pick a target square within 6 and roll a die. 
4, 5 or 6 - Direct hit
3 - Off by one, your choice
2 - Miss
1 - Off by up to two, opponent's choice 
Place a web in the target square. Units that move into those spaces end their turns and can't fight in combat. If this hits a unit directly, it can't fight in combat this turn. Webs are removed once stepped in.

<b>Friendly Fire</b> - Can shoot into combat and into friendly units.</small>",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#cc0000,#f1baff,#2d2d2d,#000000,#ffffff,spiders.png,1,3,3.60,2,2,1.17,0.00,0.78,4.766666667,TRUE
05_1_1,Warriors,Redspines Warriors,TRUE,Redspines,Warband,Warriors,5,1,2,,6,1,4,6,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.",,,1,1,1,1,1,1,#000000,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,3.67,11.5,FALSE
05_1_2,Archers,Redspines Archers,TRUE,Redspines,Warband,Archers,5,1,2,,6,1,5,4,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Fragile Spikes</b> - This unit's block only applies in combat. Ranged hits may not be blocked after the unit is revealed.",,,,,,,,1,#000000,#000000,#000000,#cc0000,#2b9800,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,2.67,10,FALSE
05_1_3,Beserks,Redspines Beserks,TRUE,Redspines,Warband,Fast Infantry,5,1,3,,6,d3,4,-,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Random mover d3</b> - Roll a die for movement each turn. Movement is d3 spaces.

<b>Eager to Fight.</b> - You must move the full distance, or collide with something. If the unit moves off the board, it is lost.

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.",,,,1,1,1,,,#2b9800,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,3.67,11.5,FALSE
05_1_4,Crowseekers,Redspines Crowseekers,TRUE,Redspines,Warband,Infantry,5,1,2,,6,1,5,-,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Bloodlust</b> - While this unit has one or more wounds, each model has an extra attack.",,,1,1,1,,,,#000000,#000000,#000000,#cc0000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,2.67,10,FALSE
05_1_5,Relentless,Redspines Relentless,TRUE,Redspines,Warband,Infantry,5,1,3,,6,1,4,-,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Relentless</b> - If this unit defeats a unit in combat, it may move forward 1. If it enters a new combat, this unit can attack again. New opponents may not counterattack this unit.",,,,1,1,1,,,#000000,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,3.67,11.5,FALSE
05_1_6,Pincushions,Redspines Pincushions,TRUE,Redspines,Warband,Infantry,5,1,3,,6,1,4,5,1,1,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Circle of Spikes</b> - Opponents do not get bonuses for attacking this unit in the flank or rear. Strikes first against attacks from the flank or rear.",,,1,1,1,,1,1,#000000,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,1,6,1.00,0.67,3.67,11.5,FALSE
05_2A_1,Meatwads,Redspines Meatwads,TRUE,Redspines,Huskarls,Heavy Infantry,5,2,,,5,1,5,-,1,2,4,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Retribution</b> - Wounds dealt from Vengence count double to combat resolution.",,,2,2,2,,1,,#000000,#2b9800,#000000,#cc0000,#000000,#2b9800,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,10,10.00,1,5,1.00,1.00,2.67,14,FALSE
05_2A_2,Blood-dancers,Redspines Blood-dancers,TRUE,Redspines,Huskarls,Fast Infantry,5,2,,,5,1,3,5,1,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Blood Dance</b> - Once per turn, after this unit takes a wound, it may move or sidestep. This may take it out of combat. 

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.",,,2,2,2,2,,2,#000000,#2b9800,#000000,#2b9800,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,10,10.00,1,5,1.00,0.67,4.00,16,FALSE
05_2A_3,Quillsprays,Redspines Quillsprays,TRUE,Redspines,Huskarls,Unique,5,2,,,5,1,5,5,1,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>About Face</b> - May turn exactly 180 after moving. 

<b>Quill Spray</b> - Special action. Can be used instead of attacking in combat or as a ranged attack. Each model shoots each enemy unit adjacent to the flank or rear of this unit, using this unit's ranged stat. This can shoot units in combat. Counts towards combat resolution. 
 
<b>Circle of Spikes</b> - Opponents do not get bonuses for attacking this unit in the flank or rear. Strikes first against attacks from the flank or rear.",,,2,2,2,2,2,2,#000000,#000000,#000000,#cc0000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,10,10.00,1,5,1.00,0.67,2.33,13.5,FALSE
05_2B_1,Raiders,Redspines Raiders,TRUE,Redspines,Boar Riders,Light Cavalry,6,2,,,3,2,4,5,2,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Flanking Ambush</b> - This unit may be deployed off the board. If they are, on any turn you may use this unit's action to place them on either flank board edge (facing away from it). This counts as their action for the turn.",,,2,2,2,,,2,#2b9800,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,2,6,6.00,2,6,1.00,0.67,3.67,11.5,FALSE
05_2B_2,Woedriders,Redspines Woedriders,TRUE,Redspines,Boar Riders,Heavy Cavalry,6,2,,,3,2,4,-,2,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Uncanny Protection</b> - Block may not be reduced beneath 5.

<b>Protective Markings</b> - When this unit blocks due to Vengence, it does not take a wound.",,,2,2,2,,,,#2b9800,#000000,#000000,#000000,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,2,6,9.00,2,6,1.00,0.67,3.67,14.5,FALSE
05_2B_3,Screamers,Redspines Screamers,TRUE,Redspines,Boar Riders,Light Cavalry,6,2,,,3,2,4,-,3,2,6,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Bloodlust</b> - While this unit has one or more wounds, each model has an extra attack.

<b>Relentless</b> - If this unit defeats a unit in combat, it may move forward 1. If it enters a new combat, this unit can attack again. New opponents may not counterattack this unit.

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.",,,,2,2,,,,#2b9800,#000000,#2b9800,#000000,#000000,#cc0000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,2,6,6.00,3,9,1.00,0.33,4.83,13.25,FALSE
05_2C_1,Valkryies,Redspines Valkryies,TRUE,Redspines,Warwitches,Support Mage,6,2,,,3,1,4,-,2,2,6,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Battlefield Salves</b> - Free action: Heal an adjacent unit by 1. Until the end of turn, it heals 1 every time it deals a wound. This can ressurect models.",2,,,,,1,,,#000000,#000000,#000000,#000000,#000000,#cc0000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,2,6,1.00,0.33,3.33,11,TRUE
05_2C_2,Furies,Redspines Furies,TRUE,Redspines,Warwitches,Attack Mage,6,2,,,3,1,3,-,2,2,5,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Revels</b> - When this unit takes or deals a wound, heal an adjacent friendly unit by 1. This can ressurect models.",2,,,1,,1,,,#000000,#000000,#000000,#2b9800,#000000,#000000,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,6,6.00,2,6,1.00,0.67,4.67,13,TRUE
05_2C_3,Harvesters,Redspines Harvesters,TRUE,Redspines,Warwitches,Support Mage,6,2,,,3,1,4,-,2,3,4,"<b>Vengence</b> - When this unit blocks in combat, it still takes 1 wound. The unit that attacked takes 1 wound as well.

<b>Bloodspells</b> - While this unit is wounded, gain +1 to casting.

<b>Prepared Spell</b> - Equip this unit with one free uncommon spell.",2,,,,,1,,,#000000,#2b9800,#000000,#000000,#000000,#2b9800,#e78e7e,#cf0000,#000000,#ffffff,redspines.png,1,9,9.00,2,6,1.00,1.00,4.00,15,TRUE
06_1_1,Warriors,Coppersand Warriors,TRUE,Coppersand,Mechanics,Warriors,6,1,2,,5,1,4,6,1,1,5,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.",,,1,1,1,1,1,1,#000000,#000000,#000000,#000000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,7.50,1,5,1.00,0.00,2.50,11.25,FALSE
06_1_2,Gunners,Coppersand Gunners,TRUE,Coppersand,Mechanics,Archers,6,1,2,,5,1,5,4,1,1,6,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.",,,1,1,1,1,1,1,#000000,#000000,#000000,#cc0000,#2b9800,#cc0000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,6.00,1,5,1.00,0.00,1.67,8.5,FALSE
06_1_3,Sappers,Coppersand Sappers,TRUE,Coppersand,Mechanics,Unique,6,1,2,,5,1,6,5,1,1,6,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.

<b>Entrench</b> - Units that move adjacent to this unit are disrupted. Each model in the unit takes a wound, hitting on that unit's block score. This affects friendly units as well.",,,1,1,1,1,1,1,#000000,#000000,#000000,#cc0000,#2b9800,#cc0000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,6.00,1,5,1.00,0.00,0.83,7.25,FALSE
06_1_4,Supplicants,Coppersand Supplicants,TRUE,Coppersand,Mechanics,Unique,6,1,2,,5,1,5,-,1,1,-,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.

<b>Meatshields</b> - When an adjacent friendly construct is attacked, before rolling to block, you may redirect all of the attacks to this unit. Any wounds taken count towards combat resolution.

<b>Unprotected</b> - Reveal this unit when an attack hits it, rather than using the default block. ",,,1,,,,1,,#000000,#000000,#000000,#cc0000,#000000,#cc0000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,5.00,1,5,1.00,0.00,1.67,7.5,FALSE
06_1_5,Artificers,Coppersand Artificers,TRUE,Coppersand,Mechanics,Infantry,6,1,3,,5,1,4,5,1,1,5,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct

<b>Prepared Equipment</b> - Equip this unit with one piece of free uncommon equipment, or two pieces of common equipment.

<b>Equippable</b> - Able to equip uncommon equipment",,,2,2,2,2,2,2,#000000,#000000,#000000,#000000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,7.50,1,5,1.00,0.00,2.50,11.25,FALSE
06_1_6,Snipers,Coppersand Snipers,TRUE,Coppersand,Mechanics,Archers,6,1,3,,5,1,5,4,1,1,5,"<b>Mechanics</b> - At the start of your turn, heal 1 wound on an adjacent construct.

<b>Long Range</b> - This unit's ranged weapons gain 1 range.",,,1,1,1,1,1,1,#000000,#cc0000,#2b9800,#cc0000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,7.50,1,5,1.00,0.00,1.67,10,FALSE
06_2A_1,Clay Golems,Coppersand Clay Golems,TRUE,Coppersand,Golems,Heavy Infantry,5,2,,,3,1,4,-,2,3,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Regenerative Clay</b> - At the end of each player's turn, each model heals to full. This does not ressurect dead models.",,,,,3,,2,,#000000,#2b9800,#000000,#000000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,9,13.50,2,6,1.00,0.00,3.00,18,FALSE
06_2A_2,Minetomatons,Coppersand Minetomatons,TRUE,Coppersand,Golems,Unique,5,2,,,3,1,4,-,3,2,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Ambush</b> - Action: Remove this unit from the board. On your next turn, place it on an empty space along any board edge (facing away from the board edge) as its action for the turn

<b>AP 1</b> - Reduce block rolls by 1.
",,,,3,3,,,,#000000,#000000,#2b9800,#000000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,6,9.00,3,9,1.00,0.00,4.50,15.75,FALSE
06_2A_3,Bladestorms,Coppersand Bladestorms,TRUE,Coppersand,Golems,Attack Infantry,5,2,,,3,1,5,-,2x2,2,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Four Arms</b> - Wields two sets of weapons. This unit performs a round of attacks with one set of weapons, then a second round of attacks with a second set of weapons. 

<b>Prepared Weapons</b> - Equip this unit with one free uncommon weapon, or two free common weapons.",,,2,2,2,2,,,#000000,#000000,#3467FF,#cc0000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,6,9.00,4,12,1.00,0.00,4.00,15,FALSE
06_2B_1,Juggernaut,Coppersand Juggernaut,TRUE,Coppersand,Colossus,Monster,5,2,,,1,2,3,-,5,5,4,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Trample</b> - Action: Move forward 1. If there is a model in that space, it attempts to move backwards 1 unless it is blocked. Roll an attack against each model in the unit, hitting on 6+ or 4+ if the unit was blocked. These do not count for combat resolution. Can be used to move out of combat.",,,2,2,2,2,,,#2b9800,#000000,#2b9800,#2b9800,#000000,#2b9800,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,10.00,5,5,1.00,0.00,3.33,15,FALSE
06_2B_2,Overseer,Coppersand Overseer,TRUE,Coppersand,Colossus,Monster,5,2,,,1,2,4,4,4,5,5,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.
<b>Multishot 3</b> - Ranged attacks roll 3 dice.
<b>Overwatch</b> - During your opponent's turn, fire a round of shooting at the first enemy unit to become a new valid shooting target. Has no effect on units that were already valid shooting targets. This can take effect because of units fleeing combat or getting wiped out.
<b>Prepared Ranged Weapon</b> - Equip this unit with one free common or uncommon ranged weapon.",,,,,,,1,2,#2b9800,#000000,#000000,#000000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,7.50,4,4,1.00,0.00,2.00,10.5,FALSE
06_2B_3,Warcrane,Coppersand Warcrane,TRUE,Coppersand,Colossus,Monster,5,2,,,1,1,5,-,5,5,3,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>Lift and Shift</b> - Action: Rotate an adjacent unit 90 degrees around this unit. You may rotate this unit in the same direction. May not move units off the board. The unit counts as having moved for the purpose of rules like Entrenched.",,,,,,,,,#000000,#000000,#2b9800,#cc0000,#000000,#3467FF,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,5,15.00,5,5,1.00,0.00,1.67,17.5,FALSE
06_2C_1,Grand Bombard,Coppersand Grand Bombard,TRUE,Coppersand,Artillery,War Machine,6,2,,,1,1,6,-,2,3,6,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.
<b>War Machine</b> - Dies if it flees. Can't move into combat.
<b>Primed</b> - Place 2 powder tokens on this when it is revealed.
<b>Reloading</b> - Place a powder tokens on this unit at the end of your turn.
<b>Bombard</b> - Action: Uses all powder tokens as X. Pick a target square within 2 + X, roll a die and add X.
7+ - Direct hit. 
5-6 - Off by one towards your board edge.
4 or less - Miss. Keep all powder tokens.
Any unit in the hit square takes 3X attacks hitting on 3+ with AP X. Lose all powder tokens.",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,3,3.60,2,2,1.00,0.00,0.33,4.1,TRUE
06_2C_2,Hookshot,Coppersand Hookshot,TRUE,Coppersand,Artillery,War Machine,6,2,,,1,1,6,4,2,3,6,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Hookshot</b> - Ranged Weapon. Range 5. Fires 4 shots. If any shots hit (they can be blocked), move the target unit one square towards this unit. ",,,,,,,,,#000000,#000000,#000000,#000000,#2b9800,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,3,3.60,2,2,1.00,0.00,0.33,4.1,TRUE
06_2C_3,Surpressor,Coppersand Surpressor,TRUE,Coppersand,Artillery,War Machine,6,2,,,1,1,6,-,2,4,6,"<b>Construct</b> - Immune to fear checks while adjacent to a mechanic. Dies if it flees.

<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Surpression Cannon</b> - Target a square in shooting range 5. Each unit in that firing line at the start of your next turn takes 5 ranged attacks hitting on 3+ with AP3. May not target a firing line that includes a friendly unit, but will hit them if they move in before your turn ends.",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#ffb317,#cf6c23,#000000,#ffffff,gremlins.png,1,4,4.80,2,2,1.00,0.00,0.33,5.3,TRUE
07_1_1,Warriors,Scaled Empire Warriors,TRUE,Scaled Empire,Infantry,Warriors,6,1,2,,6,1,4,6,1,1,5,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.",,,1,1,1,1,1,1,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,9.00,1,6,1.00,0.00,3.00,13.5,FALSE
07_1_2,Militia,Scaled Empire Militia,TRUE,Scaled Empire,Infantry,Chaff,6,1,1,,6,1,5,-,1,1,6,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.

<b>Disorganised</b> - Automatically fails fear checks if at or below 50% unit strength.",,,1,,,,1,,#000000,#000000,#000000,#cc0000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,7.20,1,6,1.00,0.00,2.00,10.2,FALSE
07_1_3,Firepowder Corps,Scaled Empire Firepowder Corps,TRUE,Scaled Empire,Infantry,Archers,6,1,2,,6,1,5,4,1,1,6,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.",,,,,,,,1,#000000,#000000,#000000,#cc0000,#000000,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,7.20,1,6,1.00,0.00,2.00,10.2,FALSE
07_1_4,Scout Corps,Scaled Empire Scout Corps,TRUE,Scaled Empire,Infantry,Archers,6,1,3,,6,1,5,4,1,1,6,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.

<b>Self Sufficient Bows</b> - Ranged Weapon. Range 3. 

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle.

<b>Fire on the Move</b> - Can shoot after moving

<b>Tactical Retreat</b> - Can choose to flee before combat starts",,,1,1,1,1,,,#000000,#000000,#000000,#cc0000,#000000,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,7.20,1,6,1.00,0.00,2.00,10.2,FALSE
07_1_5,Scalewall,Scaled Empire Scalewall,TRUE,Scaled Empire,Infantry,Heavy Infantry,6,1,3,,6,1,4,-,1,1,4,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.

<b>Shieldwall</b> - Improve block by 1 against ranged attacks 

<b>Slow</b> - Can't hustle",,,1,,,,1,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,12.00,1,6,1.00,0.00,3.00,16.5,FALSE
07_1_6,Horsebreakers,Scaled Empire Horsebreakers,TRUE,Scaled Empire,Infantry,Infantry,6,1,3,,6,1,4,-,1,1,5,"<b>Detachment</b> - Gains +1 to leadership rolls while adjacent to a regiment or officer. If no regiments or officers are adjacent to this unit, fails flee rolls on a 2.

<b>Pike Square</b> - Opponents do not get bonuses for attacking this unit in the flank and this unit treats its flanks as the front of the unit. 

<b>Cavalrybane</b> - Gains +1 to hit, AP1, and +1 to block in combat against units with 2 or more movement.",,,1,,,,1,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,6,9.00,1,6,1.00,0.00,3.00,13.5,FALSE
07_2A_1,Cannonade,Scaled Empire Cannonade,TRUE,Scaled Empire,Firepower,War Machine,6,2,,,1,1,6,-,2,3,6,"<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Cannons</b> - Ranged weapon. Range 5. The first unit in that range gets 3 attacks that hit on 5+, AP -2, Multiwound 2.

<b>Foe Piercing</b> - May also attack a unit within range directly behind the target, hitting with a -1 penalty.",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,3,3.60,2,2,1.00,0.00,0.33,4.1,TRUE
07_2A_2,Mortar Company,Scaled Empire Mortar Company,TRUE,Scaled Empire,Firepower,War Machine,6,2,,,1,1,6,-,2,3,6,"<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Storm Mortar</b> - Pick a target square within 6 and roll a die. Can't target a unit in combat.
4, 5 or 6 - Direct hit
3 - Off by one, your choice
2 - Miss
1 - Off by up to two, opponent's choice 
Roll an attack for each model in the target square, hitting on 4+ with AP1.",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,3,3.60,2,2,1.00,0.00,0.33,4.1,TRUE
07_2A_3,War Organ,Scaled Empire War Organ,TRUE,Scaled Empire,Firepower,War Machine,6,2,,,1,1,6,5,2,3,6,"<b>War Machine</b> - Dies if it flees. Can't move into combat.

<b>Organ Gun</b> - Ranged Weapon. Range 4. Roll 3d6 and take a wound for each 1 rolled. Take the two highest dice and fire that many shots. Shots are fired even if this unit is destroyed.",,,,,,,,,#000000,#000000,#000000,#000000,#000000,#000000,#c9daf8,#00399e,#000000,#ffffff,empire.png,1,3,3.60,2,2,1.00,0.00,0.33,4.1,TRUE
07_2B_1,Outriders,Scaled Empire Outriders,TRUE,Scaled Empire,Cavalry,Light Cavalry,6,2,,,4,2,5,4,1,1,5,"<b>Regiment</b> - Gains +1 to leadership rolls while adjacent to a detachment.

<b>Manoeuvrable</b> - May turn once at any point during a move or hustle

<b>Multishot 2</b> - Ranged attacks roll 2 dice.

<b>Fire on the Move</b> - Can shoot after moving

<b>Tactical Retreat</b> - Can choose to flee before combat starts",,,,2,2,,2,2,#2b9800,#000000,#000000,#cc0000,#000000,#2b9800,#c9daf8,#00399e,#000000,#ffffff,empire.png,2,4,6.00,1,4,1.00,0.00,1.33,8,FALSE
